InvoiceNo,Date,CustomerID,CustomerType,ProductID,Quantity,MetalCost,TotalWeightGrams,InvoiceValue,Profit
INV0004903,2025-11-15,CUST0423,Wholesale,P003,17,124502.89,776.9,136904.51,4679.02
INV0004953,2025-11-15,CUST0137,Retail,P009,3,3024.03,18.87,3611.52,391.58
INV0003270,2025-11-15,CUST0249,Retail,P015,3,7132.04,38.49,9800.9,1741.52
INV0004892,2025-11-15,CUST0714,Retail,P002,5,29254.73,182.55,36587.36,5389.34
INV0004233,2025-11-15,CUST0517,Wholesale,P009,20,20544.82,128.2,22556.42,738.28
INV0003069,2025-11-16,CUST0260,Retail,P006,4,3202.38,20.36,4105.42,687.39
INV0003222,2025-11-16,CUST0043,Wholesale,P004,17,90671.81,576.47,99389.42,2195.9
INV0005387,2025-11-16,CUST0350,Retail,P009,5,6393.76,40.65,7977.42,1159.5
INV0003029,2025-11-16,CUST0745,Retail,P015,2,2724.33,14.98,3720.71,642.82
INV0004277,2025-11-16,CUST0375,Retail,P009,2,2069.91,13.16,2630.24,421.62
INV0004764,2025-11-16,CUST0297,Retail,P006,2,1604.34,10.2,2072.26,359.43
INV0003636,2025-11-16,CUST0250,Retail,P010,3,2595.25,16.5,3352.1,581.36
INV0003921,2025-11-17,CUST0034,Retail,P019,2,2591.02,14.1,3458.56,533.62
INV0003149,2025-11-17,CUST0486,Retail,P018,3,5474.23,29.79,7119.61,945.33
INV0004524,2025-11-17,CUST0756,Wholesale,P014,3,49472.0,269.22,57883.92,2273.5
INV0003857,2025-11-17,CUST0774,Retail,P008,5,59725.14,375.8,72295.27,8672.69
INV0005138,2025-11-17,CUST0426,Wholesale,P003,10,81482.39,512.7,88645.35,2136.59
INV0003835,2025-11-17,CUST0382,Wholesale,P010,18,12358.24,77.76,13851.56,719.13
INV0004188,2025-11-18,CUST0465,Retail,P012,4,189109.46,1167.4,234933.28,33307.82
INV0003185,2025-11-18,CUST0674,Retail,P010,3,2940.15,18.15,3515.69,384.94
INV0004687,2025-11-18,CUST0397,Retail,P004,3,11605.11,71.64,14025.44,1547.62
INV0003476,2025-11-18,CUST0315,Wholesale,P018,9,13637.55,72.81,16007.7,676.53
INV0004580,2025-11-18,CUST0793,Retail,P015,3,4720.04,25.2,5958.41,640.02
INV0003704,2025-11-18,CUST0482,Retail,P018,3,4534.61,24.21,6029.63,911.29
INV0004124,2025-11-18,CUST0128,Wholesale,P019,11,22457.66,119.9,25280.93,65.74
INV0004438,2025-11-18,CUST0368,Retail,P018,4,3656.16,19.52,4857.33,730.64
INV0004468,2025-11-18,CUST0737,Wholesale,P004,13,52184.1,322.14,56549.85,631.31
INV0003997,2025-11-19,CUST0332,Retail,P008,1,8373.21,48.06,10570.65,1638.36
INV0004041,2025-11-19,CUST0544,Retail,P018,5,7705.33,38.25,10295.24,1596.57
INV0003151,2025-11-19,CUST0286,Wholesale,P014,3,41336.82,205.2,48753.18,2276.05
INV0005010,2025-11-19,CUST0697,Retail,P009,4,5721.52,32.84,7311.15,1205.03
INV0003411,2025-11-19,CUST0426,Wholesale,P009,10,15471.09,88.8,16926.73,498.5
INV0003643,2025-11-19,CUST0336,Wholesale,P010,19,12512.77,71.82,13560.99,277.86
INV0004697,2025-11-19,CUST0706,Retail,P010,4,4299.85,24.68,5391.5,805.62
INV0005064,2025-11-20,CUST0691,Retail,P008,1,13380.93,82.77,16762.7,2492.11
INV0003593,2025-11-20,CUST0747,Retail,P011,1,13668.69,84.55,16982.88,2409.48
INV0003693,2025-11-20,CUST0437,Retail,P017,1,8157.36,43.64,11177.57,1878.91
INV0003808,2025-11-20,CUST0239,Retail,P008,5,65684.08,406.3,84373.24,14261.17
INV0003834,2025-11-20,CUST0443,Wholesale,P009,3,3060.3,18.93,3371.24,120.94
INV0003254,2025-11-20,CUST0227,Wholesale,P003,15,123697.21,765.15,134191.85,2875.22
INV0003502,2025-11-21,CUST0191,Retail,P018,1,1787.18,9.69,2297.72,282.77
INV0005489,2025-11-21,CUST0126,Wholesale,P014,18,216686.19,1174.86,253859.34,10277.43
INV0003909,2025-11-21,CUST0042,Retail,P011,1,13852.02,86.84,16548.87,1799.28
INV0003159,2025-11-21,CUST0452,Retail,P018,2,3419.44,18.54,4500.72,642.44
INV0005237,2025-11-21,CUST0486,Retail,P015,1,2347.87,12.73,3164.99,513.63
INV0005297,2025-11-21,CUST0008,Retail,P010,3,3086.56,19.35,4009.44,713.5
INV0005183,2025-11-21,CUST0098,Retail,P004,2,5780.71,36.24,6994.19,778.54
INV0004258,2025-11-21,CUST0236,Retail,P009,1,1055.97,6.62,1314.58,188.64
INV0004917,2025-11-21,CUST0408,Retail,P008,3,39168.17,245.55,48409.34,6656.14
INV0004242,2025-11-21,CUST0526,Retail,P009,1,870.94,5.46,1014.32,87.71
INV0004884,2025-11-21,CUST0082,Retail,P004,2,6039.12,37.86,7702.48,1197.46
INV0003975,2025-11-21,CUST0087,Retail,P006,5,5128.31,32.15,6430.9,961.43
INV0004695,2025-11-22,CUST0747,Retail,P009,2,3336.22,19.46,4245.82,685.85
INV0004182,2025-11-22,CUST0447,Wholesale,P015,14,39268.87,198.1,44654.08,550.41
INV0003969,2025-11-22,CUST0368,Retail,P014,5,85118.89,429.4,117090.61,20900.61
INV0003065,2025-11-22,CUST0435,Retail,P015,1,2527.4,12.75,3463.18,607.44
INV0005182,2025-11-22,CUST0773,Wholesale,P018,9,9170.0,46.26,10659.08,353.32
INV0003403,2025-11-22,CUST0596,Retail,P024,1,33984.12,171.44,45941.08,7220.46
INV0004816,2025-11-22,CUST0336,Wholesale,P019,15,22984.48,115.95,27041.6,1200.9
INV0004592,2025-11-22,CUST0579,Retail,P005,1,6344.99,37.01,7768.2,943.15
INV0004775,2025-11-22,CUST0639,Retail,P008,2,24371.91,142.16,29539.31,3575.87
INV0003644,2025-11-22,CUST0312,Retail,P010,3,2021.28,11.79,2457.82,304.31
INV0003827,2025-11-23,CUST0311,Wholesale,P010,4,4588.92,28.88,5207.96,329.68
INV0004333,2025-11-23,CUST0478,Retail,P009,1,1450.72,9.13,1845.76,297.76
INV0004144,2025-11-23,CUST0530,Wholesale,P018,14,15844.31,86.24,18345.2,540.57
INV0004206,2025-11-23,CUST0746,Wholesale,P010,9,9481.32,59.67,10467.34,396.71
INV0005092,2025-11-23,CUST0749,Retail,P002,1,10067.65,63.36,13081.37,2330.68
INV0003102,2025-11-23,CUST0175,Retail,P016,2,35341.05,192.36,46014.98,6153.0
INV0003350,2025-11-23,CUST0246,Retail,P006,5,7023.2,44.2,8798.34,1308.18
INV0005134,2025-11-23,CUST0095,Wholesale,P002,12,86242.39,542.76,96637.47,4993.13
INV0003567,2025-11-24,CUST0765,Wholesale,P012,18,911297.04,5617.8,1003020.32,35170.19
INV0004958,2025-11-24,CUST0327,Retail,P015,5,11281.87,60.15,14677.7,1952.95
INV0005168,2025-11-24,CUST0449,Retail,P003,5,55315.66,341.0,72127.24,13051.32
INV0003004,2025-11-24,CUST0023,Retail,P014,2,26502.55,141.3,34903.66,4999.27
INV0003377,2025-11-24,CUST0150,Retail,P017,4,37895.08,202.04,49166.37,6049.75
INV0004351,2025-11-24,CUST0183,Retail,P018,5,9059.26,48.3,11416.41,1209.3
INV0003543,2025-11-25,CUST0529,Retail,P004,3,17528.04,114.21,21007.87,2166.83
INV0004070,2025-11-25,CUST0627,Retail,P018,1,1616.59,9.11,2235.9,408.7
INV0003324,2025-11-25,CUST0262,Retail,P013,4,302978.28,1974.16,351765.7,29452.47
INV0004832,2025-11-25,CUST0501,Retail,P016,3,47597.95,268.23,61291.79,7624.82
INV0004415,2025-11-25,CUST0118,Wholesale,P009,17,25516.25,166.26,28666.2,1549.52
INV0003015,2025-11-25,CUST0516,Retail,P014,3,41758.0,235.32,53371.95,6301.21
INV0005118,2025-11-25,CUST0183,Retail,P010,3,3209.1,20.91,3897.98,479.08
INV0005036,2025-11-25,CUST0781,Wholesale,P009,19,26593.63,173.28,29331.67,1085.91
INV0005211,2025-11-25,CUST0301,Retail,P019,3,2624.52,14.79,3545.55,581.55
INV0003026,2025-11-25,CUST0508,Retail,P009,3,2587.54,16.86,3098.8,343.37
INV0003833,2025-11-26,CUST0645,Retail,P018,2,3322.22,18.08,4203.88,460.22
INV0003615,2025-11-26,CUST0132,Retail,P009,4,5454.13,34.32,6975.45,1154.53
INV0004441,2025-11-26,CUST0205,Wholesale,P018,14,10444.42,56.84,11817.87,89.24
INV0003100,2025-11-26,CUST0240,Retail,P009,3,3275.34,20.61,4186.05,690.53
INV0003680,2025-11-26,CUST0052,Retail,P009,5,4203.43,26.45,4865.51,394.27
INV0003079,2025-11-27,CUST0500,Wholesale,P004,13,79677.93,504.01,88912.5,3457.77
INV0003961,2025-11-27,CUST0638,Retail,P012,5,173406.73,1096.9,206204.74,21589.85
INV0003895,2025-11-27,CUST0559,Wholesale,P015,17,24175.71,132.26,28885.91,1693.05
INV0004027,2025-11-27,CUST0032,Retail,P009,5,7366.9,46.6,8741.43,898.92
INV0003041,2025-11-27,CUST0479,Retail,P004,5,22037.47,139.4,27956.14,4222.91
INV0003710,2025-11-27,CUST0300,Wholesale,P020,12,6582606.47,36012.0,7710357.31,244916.68
INV0003508,2025-11-27,CUST0423,Wholesale,P010,18,11609.98,73.44,12915.5,581.04
INV0004342,2025-11-28,CUST0249,Retail,P002,4,34531.83,216.04,45176.98,8293.37
INV0003406,2025-11-28,CUST0539,Retail,P018,2,3300.8,17.86,4352.71,628.06
INV0005355,2025-11-28,CUST0370,Wholesale,P010,13,9059.73,56.68,9901.04,281.14
INV0004237,2025-11-28,CUST0322,Retail,P002,1,8107.08,50.72,9933.34,1293.73
INV0003372,2025-11-28,CUST0057,Retail,P014,4,56708.63,306.84,70866.38,6989.9
INV0003562,2025-11-28,CUST0137,Retail,P018,5,7401.84,40.05,9303.96,964.96
INV0004354,2025-11-28,CUST0279,Retail,P019,1,2086.56,11.29,2719.07,365.52
INV0003554,2025-11-28,CUST0516,Retail,P010,3,2608.59,16.32,3225.95,445.14
INV0004307,2025-11-28,CUST0665,Wholesale,P010,20,11540.45,72.2,12641.07,386.22
INV0004085,2025-11-29,CUST0520,Retail,P005,3,22959.55,137.7,28054.58,3359.53
INV0004262,2025-11-29,CUST0347,Retail,P019,4,3115.46,16.16,4257.48,737.63
INV0004310,2025-11-29,CUST0137,Retail,P018,5,4299.18,22.3,5804.24,949.07
INV0005065,2025-11-29,CUST0553,Retail,P016,4,84341.11,437.48,114310.79,19049.54
INV0004335,2025-11-29,CUST0630,Wholesale,P009,12,12705.28,76.2,14294.67,791.88
INV0004551,2025-11-29,CUST0012,Retail,P019,2,2352.02,12.2,3109.71,455.44
INV0003176,2025-11-29,CUST0559,Wholesale,P005,19,76316.73,457.71,84586.33,2753.25
INV0003706,2025-11-30,CUST0204,Retail,P019,1,1757.56,9.39,2181.22,201.95
INV0005146,2025-11-30,CUST0469,Retail,P019,1,1059.4,5.66,1441.8,245.06
INV0004916,2025-11-30,CUST0134,Retail,P019,4,7262.34,38.8,9762.54,1562.24
INV0004879,2025-11-30,CUST0587,Retail,P009,1,1037.65,6.41,1328.43,220.96
INV0003288,2025-11-30,CUST0440,Wholesale,P018,17,12982.37,69.36,14928.07,342.49
INV0003433,2025-11-30,CUST0621,Retail,P017,1,6852.43,36.61,9157.54,1353.15
INV0003995,2025-12-01,CUST0698,Wholesale,P010,7,7675.84,54.04,8625.15,467.81
INV0004493,2025-12-01,CUST0235,Retail,P014,1,14812.24,90.19,18225.9,1549.71
INV0003532,2025-12-01,CUST0018,Wholesale,P018,30,31976.31,194.7,39037.13,3045.95
INV0004232,2025-12-01,CUST0163,Retail,P014,5,77337.67,470.9,98072.05,10917.52
INV0004042,2025-12-01,CUST0046,Retail,P007,3,30147.99,212.25,38369.92,6199.92
INV0003639,2025-12-02,CUST0406,Retail,P006,1,1282.36,8.29,1652.65,283.68
INV0005320,2025-12-02,CUST0639,Retail,P013,1,118102.74,763.49,147748.51,21799.34
INV0003765,2025-12-02,CUST0061,Retail,P010,5,4377.67,28.3,5693.78,1018.94
INV0003140,2025-12-02,CUST0800,Retail,P002,2,18129.43,117.2,23529.42,4170.79
INV0004689,2025-12-02,CUST0622,Retail,P010,4,4492.14,29.04,5478.26,691.8
INV0003408,2025-12-02,CUST0504,Wholesale,P024,15,366399.56,2048.55,430766.25,15180.14
INV0005488,2025-12-02,CUST0055,Retail,P015,3,6476.45,36.21,8429.74,1124.88
INV0003380,2025-12-03,CUST0046,Retail,P015,4,8643.56,50.84,11341.95,1590.12
INV0005265,2025-12-03,CUST0555,Retail,P023,5,315683.85,1856.8,434399.9,74495.25
INV0003528,2025-12-03,CUST0102,Wholesale,P017,8,48923.52,287.76,57722.13,2225.03
INV0003531,2025-12-03,CUST0599,Retail,P007,2,15756.81,107.16,18688.44,1914.61
INV0005461,2025-12-03,CUST0641,Wholesale,P018,16,29079.37,171.04,33576.35,901.89
INV0005222,2025-12-04,CUST0579,Retail,P010,4,4840.03,31.12,6128.26,964.54
INV0003630,2025-12-04,CUST0361,Wholesale,P014,18,218622.02,1215.72,251217.21,5602.2
INV0003085,2025-12-04,CUST0683,Retail,P015,3,3382.59,18.81,4694.39,870.64
INV0003572,2025-12-04,CUST0216,Wholesale,P010,9,5571.01,35.82,5908.12,-2.1
INV0003020,2025-12-04,CUST0182,Retail,P018,1,1095.16,6.09,1471.79,235.2
INV0003192,2025-12-04,CUST0132,Retail,P019,5,6932.42,38.55,9271.35,1444.97
INV0003802,2025-12-05,CUST0787,Retail,P019,3,3801.02,21.42,4904.94,618.97
INV0005353,2025-12-05,CUST0569,Retail,P006,5,6583.95,42.9,7864.69,854.15
INV0003434,2025-12-05,CUST0539,Retail,P009,5,4634.85,30.2,5578.36,641.98
INV0003883,2025-12-05,CUST0295,Retail,P019,3,4109.79,23.16,5257.04,624.25
INV0004400,2025-12-05,CUST0430,Wholesale,P003,20,199145.27,1297.6,225800.97,14104.61
INV0004996,2025-12-05,CUST0051,Wholesale,P019,4,7311.02,41.2,8645.37,424.55
INV0004740,2025-12-05,CUST0183,Retail,P014,3,38228.48,215.43,52983.5,9771.25
INV0004833,2025-12-05,CUST0004,Retail,P015,2,3098.31,17.46,4231.13,730.73
INV0005159,2025-12-05,CUST0458,Retail,P010,2,923.9,6.02,1075.79,92.84
INV0005291,2025-12-05,CUST0397,Retail,P006,2,1884.64,12.28,2408.88,397.54
INV0004902,2025-12-05,CUST0683,Retail,P010,2,2345.05,15.28,2862.44,363.67
INV0005295,2025-12-05,CUST0591,Retail,P017,2,13262.76,74.74,17421.12,2324.67
INV0004936,2025-12-05,CUST0537,Retail,P008,4,39012.58,254.2,48772.0,7168.5
INV0004933,2025-12-05,CUST0539,Retail,P019,2,3030.88,17.08,4174.75,749.5
INV0003686,2025-12-06,CUST0491,Retail,P011,1,7767.75,50.86,9463.5,1187.08
INV0005361,2025-12-06,CUST0466,Retail,P014,3,28878.05,163.53,39066.19,6451.27
INV0004404,2025-12-06,CUST0185,Retail,P009,2,2978.2,19.5,3607.41,434.79
INV0005438,2025-12-06,CUST0047,Retail,P018,5,3575.98,20.25,4840.64,801.83
INV0003296,2025-12-06,CUST0560,Retail,P002,5,48269.68,316.05,57357.89,5969.5
INV0003894,2025-12-06,CUST0052,Retail,P009,5,6422.21,42.05,7869.99,1025.89
INV0004771,2025-12-06,CUST0527,Retail,P002,4,37088.47,242.84,45954.53,6414.93
INV0003777,2025-12-06,CUST0698,Wholesale,P018,5,7478.66,42.35,8936.88,524.84
INV0004976,2025-12-06,CUST0653,Retail,P009,2,1692.23,11.08,2157.16,351.33
INV0003738,2025-12-06,CUST0078,Retail,P016,1,17346.61,98.23,21725.66,2185.07
INV0004213,2025-12-07,CUST0102,Wholesale,P013,13,1150149.7,7611.24,1250922.38,29833.56
INV0003209,2025-12-07,CUST0639,Retail,P010,4,3155.22,20.88,3807.82,447.03
INV0004028,2025-12-07,CUST0007,Retail,P004,2,6017.28,39.82,7848.8,1362.22
INV0003256,2025-12-07,CUST0328,Retail,P004,4,12179.63,80.6,14518.86,1429.16
INV0003058,2025-12-07,CUST0674,Retail,P003,2,14839.2,98.2,18289.51,2472.43
INV0004385,2025-12-07,CUST0692,Retail,P019,5,4385.55,25.1,6092.78,1135.07
INV0004718,2025-12-07,CUST0345,Retail,P024,1,34684.31,198.51,46653.18,7141.61
INV0003829,2025-12-08,CUST0644,Wholesale,P018,9,9708.46,53.28,11235.98,326.5
INV0004528,2025-12-08,CUST0788,Retail,P019,4,7893.59,43.32,10322.76,1418.09
INV0003274,2025-12-08,CUST0552,Retail,P010,1,1186.67,7.53,1475.52,210.27
INV0004410,2025-12-08,CUST0317,Retail,P011,2,21432.51,136.0,27692.25,4810.19
INV0003925,2025-12-08,CUST0514,Retail,P024,1,48090.38,263.92,65029.9,10236.41
INV0003240,2025-12-08,CUST0669,Retail,P011,1,8733.75,55.42,10809.65,1499.05
INV0005271,2025-12-08,CUST0117,Wholesale,P005,18,129777.01,823.5,143219.18,4079.66
INV0004219,2025-12-08,CUST0674,Retail,P015,1,1645.41,9.03,2155.04,298.77
INV0005075,2025-12-09,CUST0343,Wholesale,P022,6,176957.21,975.3,208640.13,7910.3
INV0005315,2025-12-09,CUST0747,Retail,P010,1,1137.67,7.25,1472.54,257.85
INV0004132,2025-12-09,CUST0320,Retail,P005,5,34530.25,220.05,42074.86,4937.92
INV0005289,2025-12-09,CUST0516,Retail,P003,5,46526.78,296.5,55381.73,5846.09
INV0004260,2025-12-09,CUST0223,Retail,P009,1,1121.98,7.15,1430.73,233.42
INV0004161,2025-12-10,CUST0168,Retail,P011,1,8495.0,55.95,10362.63,1310.96
INV0004228,2025-12-10,CUST0418,Retail,P015,2,2317.34,13.2,2771.07,164.46
INV0003059,2025-12-10,CUST0221,Retail,P003,2,22680.66,149.38,27043.97,2895.2
INV0004506,2025-12-10,CUST0540,Wholesale,P007,3,39928.78,262.98,44431.15,2010.4
INV0003326,2025-12-10,CUST0519,Retail,P017,1,10420.99,59.36,13299.44,1448.99
INV0003077,2025-12-10,CUST0073,Retail,P021,1,93841.57,534.54,124924.83,18060.51
INV0005074,2025-12-10,CUST0470,Retail,P003,1,8159.45,53.74,9819.75,1129.51
INV0005188,2025-12-10,CUST0627,Retail,P009,5,4509.41,29.7,5902.71,1086.1
INV0005230,2025-12-10,CUST0355,Wholesale,P014,12,163540.71,931.56,192257.95,8398.83
INV0003544,2025-12-10,CUST0452,Retail,P009,5,5200.25,34.25,6341.37,800.41
INV0003396,2025-12-11,CUST0559,Wholesale,P024,4,175712.29,967.6,211261.19,11824.43
INV0003967,2025-12-11,CUST0729,Wholesale,P006,12,7991.01,50.88,8780.31,293.83
INV0003973,2025-12-11,CUST0480,Retail,P006,2,2355.84,15.0,2957.06,444.41
INV0005376,2025-12-11,CUST0595,Retail,P018,2,1547.2,8.52,2116.26,368.17
INV0004126,2025-12-11,CUST0282,Retail,P015,4,10321.92,56.84,14206.84,2542.16
INV0004114,2025-12-11,CUST0016,Retail,P003,3,29598.77,188.46,34636.72,3141.15
INV0004369,2025-12-11,CUST0397,Retail,P004,3,9404.51,59.88,12201.34,2065.27
INV0003136,2025-12-11,CUST0650,Retail,P014,3,48017.61,264.42,64305.75,10093.58
INV0003570,2025-12-12,CUST0177,Retail,P018,2,2263.76,12.58,2998.06,443.24
INV0004001,2025-12-12,CUST0228,Retail,P011,3,35745.56,229.68,46709.9,8531.49
INV0004201,2025-12-12,CUST0128,Wholesale,P018,17,30927.92,171.87,36502.15,1727.55
INV0004379,2025-12-12,CUST0482,Retail,P004,4,15046.5,96.68,18866.46,2668.59
INV0005154,2025-12-12,CUST0704,Wholesale,P017,16,79523.28,441.92,93629.53,3426.85
INV0004640,2025-12-12,CUST0327,Retail,P018,3,4399.77,24.45,5669.36,708.48
INV0004317,2025-12-12,CUST0752,Retail,P015,1,1569.16,8.72,2167.92,394.4
INV0003903,2025-12-12,CUST0358,Retail,P019,2,2972.77,16.52,4034.12,676.3
INV0005266,2025-12-13,CUST0660,Retail,P010,5,4735.56,31.0,6023.47,970.4
INV0003440,2025-12-13,CUST0375,Retail,P019,4,7164.06,40.56,9369.16,1287.44
INV0005252,2025-12-13,CUST0170,Retail,P021,2,208301.82,1179.32,281162.57,43841.37
INV0005221,2025-12-13,CUST0125,Retail,P006,1,792.82,5.19,976.21,131.18
INV0003313,2025-12-13,CUST0090,Retail,P015,2,4698.32,26.6,6536.24,1224.69
INV0003734,2025-12-13,CUST0166,Retail,P010,4,3012.43,19.72,3585.47,378.24
INV0004545,2025-12-14,CUST0486,Retail,P009,3,3626.83,24.9,4622.63,752.36
INV0003897,2025-12-14,CUST0370,Wholesale,P004,4,11011.59,75.6,12213.2,405.43
INV0003134,2025-12-14,CUST0762,Retail,P013,1,123456.57,847.59,150756.57,19205.33
INV0005259,2025-12-14,CUST0529,Retail,P010,5,5520.36,37.9,6684.18,803.53
INV0003415,2025-12-15,CUST0044,Retail,P018,1,930.94,5.28,1147.52,99.38
INV0005031,2025-12-15,CUST0195,Retail,P006,4,2574.0,16.88,3376.37,626.81
INV0005351,2025-12-15,CUST0495,Wholesale,P015,6,14757.5,83.7,17271.82,683.08
INV0003267,2025-12-15,CUST0168,Retail,P010,2,982.02,6.44,1178.93,133.11
INV0005330,2025-12-15,CUST0368,Retail,P010,5,5306.58,34.8,6758.28,1095.66
INV0003586,2025-12-16,CUST0246,Retail,P008,5,42659.93,274.15,51657.94,6213.61
INV0005433,2025-12-16,CUST0796,Retail,P015,1,1203.68,6.69,1535.8,179.06
INV0004635,2025-12-16,CUST0785,Retail,P004,2,5763.72,37.04,7256.7,1051.07
INV0004264,2025-12-16,CUST0629,Retail,P009,2,2589.32,16.64,3339.83,575.55
INV0004624,2025-12-16,CUST0308,Wholesale,P015,15,31063.49,172.65,35249.29,363.41
INV0005100,2025-12-16,CUST0264,Wholesale,P002,20,131768.85,846.8,146223.53,6242.67
INV0004857,2025-12-16,CUST0083,Retail,P004,2,8763.84,56.32,11499.92,2050.58
INV0004906,2025-12-17,CUST0466,Retail,P004,2,11988.12,77.1,14450.62,1562.09
INV0004676,2025-12-17,CUST0431,Retail,P019,1,1253.09,6.97,1717.68,301.78
INV0004703,2025-12-17,CUST0468,Wholesale,P015,11,15484.71,86.13,18378.89,965.25
INV0004922,2025-12-17,CUST0056,Retail,P016,5,97235.64,540.85,123318.66,13740.0
INV0003401,2025-12-17,CUST0792,Retail,P002,4,24884.3,160.04,29512.95,3022.52
INV0003675,2025-12-17,CUST0632,Wholesale,P014,3,39685.3,220.74,46066.24,1467.52
INV0003794,2025-12-17,CUST0740,Retail,P016,2,26352.59,146.58,33838.53,4128.62
INV0003987,2025-12-17,CUST0689,Retail,P003,3,28277.05,181.86,35514.28,5354.52
INV0005141,2025-12-18,CUST0356,Retail,P012,1,43907.62,284.42,55316.84,8480.82
INV0004462,2025-12-18,CUST0204,Retail,P010,4,2550.29,16.52,3152.54,433.92
INV0005130,2025-12-18,CUST0397,Retail,P018,3,3486.05,19.53,4358.78,432.04
INV0003168,2025-12-18,CUST0282,Retail,P003,5,35869.26,232.35,47031.13,8715.95
INV0004319,2025-12-18,CUST0142,Retail,P009,2,2127.3,13.78,2613.29,346.05
INV0004305,2025-12-18,CUST0351,Wholesale,P018,20,22990.45,128.8,27279.51,1425.37
INV0004022,2025-12-19,CUST0112,Retail,P006,3,3753.94,23.88,4690.56,687.38
INV0005195,2025-12-19,CUST0583,Retail,P005,2,13006.73,82.74,15964.23,1972.25
INV0003451,2025-12-19,CUST0286,Wholesale,P009,14,18530.74,117.88,20263.28,586.43
INV0003579,2025-12-19,CUST0791,Wholesale,P016,9,173744.96,955.89,201384.03,6136.47
INV0004909,2025-12-19,CUST0163,Retail,P016,5,89817.94,494.15,116938.52,15630.99
INV0003886,2025-12-19,CUST0719,Retail,P019,1,1254.16,6.9,1651.77,236.63
INV0004167,2025-12-20,CUST0581,Wholesale,P006,14,20153.37,126.42,21628.52,240.59
INV0004945,2025-12-20,CUST0635,Retail,P018,1,1295.8,7.03,1687.01,225.45
INV0003089,2025-12-20,CUST0262,Retail,P013,3,219644.96,1377.81,280472.53,46069.12
INV0003731,2025-12-20,CUST0227,Wholesale,P004,5,30448.46,191.0,34532.15,1859.96
INV0003299,2025-12-20,CUST0006,Retail,P009,3,3644.25,22.86,4593.62,706.25
INV0003019,2025-12-20,CUST0199,Retail,P002,1,9242.94,57.98,11692.77,1831.97
INV0004599,2025-12-20,CUST0632,Wholesale,P009,16,18976.88,119.04,19980.25,-147.89
INV0004793,2025-12-20,CUST0069,Retail,P002,4,33158.53,208.0,39755.38,4444.17
INV0003595,2025-12-20,CUST0519,Retail,P010,5,3172.38,19.9,3906.75,525.41
INV0004952,2025-12-21,CUST0290,Retail,P002,5,50510.49,329.05,64309.6,10410.7
INV0004034,2025-12-21,CUST0538,Retail,P024,4,185483.1,1045.04,260191.27,48581.47
INV0005101,2025-12-21,CUST0117,Wholesale,P009,3,2707.81,17.64,2929.31,54.95
INV0005196,2025-12-21,CUST0236,Retail,P018,3,2348.18,13.23,2991.23,344.59
INV0005481,2025-12-21,CUST0545,Retail,P018,5,6797.83,38.3,9153.47,1477.23
INV0004649,2025-12-21,CUST0370,Wholesale,P018,13,19081.84,107.51,21788.02,354.21
INV0005325,2025-12-21,CUST0068,Retail,P002,2,13815.36,90.0,17466.46,2727.91
INV0003212,2025-12-21,CUST0538,Retail,P015,4,8860.25,49.92,12263.17,2248.32
INV0003087,2025-12-22,CUST0080,Wholesale,P009,17,17062.56,111.52,19276.25,1140.37
INV0003725,2025-12-22,CUST0399,Retail,P009,1,1089.36,7.12,1326.22,165.55
INV0004814,2025-12-22,CUST0342,Retail,P010,3,3199.23,20.91,3814.09,407.79
INV0004370,2025-12-22,CUST0182,Retail,P004,3,15486.66,101.22,20294.27,3597.04
INV0003398,2025-12-22,CUST0288,Wholesale,P018,12,21101.38,119.28,24452.19,739.49
INV0004932,2025-12-22,CUST0327,Retail,P008,2,15009.3,98.1,18018.74,2034.34
INV0003477,2025-12-23,CUST0371,Retail,P023,4,230278.33,1354.68,286597.15,24943.5
INV0003979,2025-12-23,CUST0116,Retail,P002,2,20491.09,139.38,25931.72,4070.61
INV0004779,2025-12-23,CUST0238,Retail,P006,5,4395.78,29.9,5528.54,839.86
INV0004790,2025-12-24,CUST0765,Wholesale,P009,17,15826.86,105.4,17307.73,501.95
INV0004249,2025-12-24,CUST0542,Wholesale,P014,11,143716.02,827.75,168639.84,7077.54
INV0005016,2025-12-24,CUST0249,Retail,P006,4,3231.44,21.52,3935.01,492.02
INV0005008,2025-12-24,CUST0302,Retail,P018,4,6493.48,37.4,8852.07,1516.35
INV0003275,2025-12-24,CUST0512,Wholesale,P018,7,9419.02,54.25,10915.5,330.84
INV0003445,2025-12-24,CUST0429,Retail,P024,2,78463.48,451.92,100358.19,11125.31
INV0004555,2025-12-24,CUST0018,Wholesale,P010,6,4739.05,31.56,5164.81,133.16
INV0004298,2025-12-25,CUST0391,Wholesale,P004,16,95238.31,615.68,107181.85,5012.21
INV0004698,2025-12-25,CUST0345,Retail,P010,3,2195.02,14.19,2585.86,249.67
INV0003245,2025-12-25,CUST0482,Retail,P015,2,3498.46,19.56,4413.22,471.36
INV0004530,2025-12-25,CUST0341,Wholesale,P004,18,111319.67,719.64,121349.02,2042.12
INV0004279,2025-12-25,CUST0480,Retail,P003,1,8190.73,52.95,10029.08,1300.52
INV0004705,2025-12-25,CUST0763,Retail,P009,1,1387.55,8.97,1679.25,201.16
INV0003066,2025-12-25,CUST0597,Retail,P006,5,6404.08,41.4,7695.5,875.16
